x,y
0.4241585871759019,0.011669615551607709
-0.048366096414799734,-0.20348892930085577
-0.12217511173991229,-0.34823571722522717
-0.5457850610883757,0.30934397533030705
0.5709043477730036,0.17111520085901297
-0.5255539333154993,-0.1346388446922287
-0.38816732480539706,-0.19762487850167343
0.16660801469441883,0.41441393608302723
0.13108476580481632,-0.391567904036905
-0.17203180440339177,-0.35194174554865043
0.09985015872560113,0.16579298178735524
-0.20983739773950458,-0.4259467634216045
0.6447055924799255,0.26192197750524465
-0.4443003314403514,0.27799548272969604
-0.25391668205028217,0.5299413033810001
0.3167849265190795,0.34990317802566695
-0.5587826829615912,0.00401792633071123
-0.5154792594039345,0.04394872832713892
-0.3611874034507724,0.5170379584370106
-0.26506103654711044,-0.4143019583818802
0.497536235952186,0.5794932042342239
-0.49299190115025415,0.33105756953782084
-0.5050674043896081,-0.14982749561490882
0.08249217684123636,-0.2732724200633482
-0.12589843697078396,-0.025376124738535573
-0.0240473022681603,-0.1728627176200014
-0.15103210816778564,-0.23788638548584579
0.05891921621594586,-0.45026288933445535
-0.5998410322630656,0.23683852979632666
0.5230431499450635,-0.25915497834634676
0.5624197728920699,0.2005905213553108
0.5276734653217287,-0.2712088454743327
0.6043939753180501,0.34559181722427273
0.217411636442302,-0.20274052298361525
-0.10748023518541489,0.16330298765825577
-0.2088550013172207,-0.2327809769784244
0.1422019782045149,0.3625160712134907
0.17839454826585033,-0.24326144152583726
-0.43318320937403876,0.2417715384948419
0.06424816742862763,-0.2602428523496665
-0.5020648106191202,-0.03358086396636137
0.17207033855506035,0.002893024414832607
0.5379637335982866,0.27195569399015657
-0.07280774964578589,-0.21691852910182716
0.19782667408835347,-0.41550139924008567
0.531460716614818,-0.02605982339568837
-0.5149184167051262,0.12080429981398126
0.4548795237813839,-0.17566648791940365
0.6224599193584339,-0.016447690593699358
-0.49647511869084177,-0.10676289580690511
0.5650330559616408,-0.0580698751930935
-0.0412355145646311,0.13888922727175973
-0.086377031871046,-0.42654819475728506
0.2572014992464954,-0.37407089947484845
-0.27773040305812835,-0.3219902159151252
0.29748048362564256,-0.25973305815613196
-0.017442857442461785,-0.44642929828201755
0.41944067896219006,0.4479972289558942
-0.15383420815179463,0.22077003053241365
-0.16227959734813788,-0.1752272247571066
0.2950947438235436,-0.3704081457831494
0.006525925838515945,-0.41788437858262795
0.29531268177300257,-0.17532274460596897
-0.5514235963032318,0.30711467904384193
0.03459002554594145,-0.29385258108579476
-0.436205177859159,-0.23286743924769507
-0.5283365182311388,0.35954192533273643
-0.3235728623675462,0.3206076853182702
-0.15358267847871518,-0.47742948953019804
0.49814828859879134,-0.21853172948172556
-0.3373420561547232,-0.3467036074116147
0.42152441120723044,-0.12650280562214147
0.5806535139327168,-0.11169404729902715
0.5562894991149886,0.5147937543586324
-0.570553831231104,0.10135579788763457
-0.2805904500236811,0.058489117090274864
0.45234394365449376,-0.3168280416329747
-0.5288818252700312,0.07360939167222161
-0.4458166010435048,0.5346147325850759
0.2994174674449576,-0.329731298687787
0.648364588036515,0.11318179832205168
-0.09603183814003903,-0.227426367135753
-0.11972852357696626,-0.329384681079118
-0.34210933313561165,-0.17339177291331007
0.5250935815050966,-0.07816541048416947
-0.06502330339542307,-0.2312870985073505
-0.2952352146651749,-0.3434402547173185
-0.5246186882184852,0.3951299735972589
0.38090975957416523,-0.2687964947807395
0.3820582449491871,0.47072430960373424
-0.33939011706784195,0.21728485064263284
0.6439034502001675,0.34744710224017405
0.4441864534205624,0.550569327238176
-0.5137569932607475,-0.060609880168250856
-0.4089862900832693,-0.0694582134534642
0.30276287431433085,-0.376909457756266
0.41485235048668684,-0.37888860019093196
0.5865153032407917,0.4186742519821984
0.558626889941447,0.3847501685137336
0.1274441254079974,-0.3139559308457919
0.18492719654491638,0.11901381570089341
-0.3278671503411812,0.22579559801630986
0.30127867726282764,-0.24130251862380564
-0.5422098928859969,0.12832619765706732
0.3860416083915414,-0.3182440658056284
0.4776198868149299,-0.24040856204990024
0.34182426893304035,0.3922913386123177
-0.31650353086328603,-0.1862019352624318
0.01334949358769512,-0.08894393952973481
0.3786985233022972,-0.3260180376112205
-0.40524814142006516,0.057813590073558956
0.2968241267665841,-0.2723440183123275
-0.44060718759135836,-0.1303557433030982
-0.458940634938313,-0.06690116391259797
-0.10621598172616281,-0.2081289474429201
-0.41701259563413057,-0.2064230691528405
-0.33194473137130426,-0.26477145380673534
-0.4449294336438885,0.45848353517984575
-0.48289661148039825,-0.17046171138015945
0.020852352816750797,-0.48190971531656945
-0.11701081567829702,-0.33356528247220696
0.2595467861156877,0.15844899244880345
0.5797422119773686,0.3535563402772345
0.3633942933539593,-0.24284905964389517
0.07145140915376018,-0.3266968399346429
0.3462461624055198,-0.08134653816595462
-0.2764701868001208,-0.06809148150658444
-0.5802959387154804,0.27740097356634696
0.31524679101160974,-0.13072700834486226
0.15548082901569749,0.4071090626734908
0.13750997146810712,-0.06731198667828385
0.420236303596605,0.5414462452201223
0.17102660950116633,-0.10656135789769983
-0.5299628438121325,-0.05301517636955763
0.005526297526678342,-0.25891319653188893
-0.04446317814778186,-0.45533903744085485
-0.4529327011377707,-0.14478281823925446
0.6236373068074725,-0.020152867691998533
-0.5715848200124461,0.23679892285768492
-0.38997236934439594,0.45085462424157163
0.5938210684557825,-0.10476053480068422
0.6644807111461244,0.01224219562243323
-0.274825978979192,-0.20735380467090148
0.5626952577465896,0.4660450167651958
-0.5741423918872398,0.09216516690525473
0.06100385185452764,-0.3336915472273887
0.5275357955930611,0.5510639013036793
-0.04930783024939542,-0.46827278972219877
0.2703782002700388,-0.17951133332003277
0.28151976067477197,0.16836684126712972
0.3435989385733011,0.40102174154398756
0.36072066100829475,-0.31738923212606673
-0.03795223832902617,-0.02871591757498105
-0.5114496414708677,0.33505532189511156
-0.5396826761170102,0.38205811641714466
-0.30517514802173284,0.05783727665162161
0.21937783292584218,0.46542321517678875
0.3846328501477269,0.5074618974176113
-0.17344275942629206,-0.19625696297951048
0.6204639966806302,-0.12143446014139114
0.029750413983441873,0.11905562917897952
0.45633292587430946,0.14700396872627305
0.4379783227378224,0.4526143146233963
-0.4734683999640047,0.4189835269504875
-0.5150273462438918,-0.12814930085156798
-0.4187024881783693,-0.016851196653435218
-0.4875308458268561,-0.03990087801289549
-0.1737507370995281,-0.42049091673641364
0.11163782075412947,-0.09178244370168885
-0.23386965966234818,-0.1942639089729891
-0.24693498141047868,0.07953577156343643
0.502014518770827,0.2408595696556355
-0.29323337776429653,0.5120777203938998
-0.18325853563826833,-0.23027861224638155
0.3303086965299099,0.5206085998430817
0.15520549291239094,-0.40024383698036864
-0.5885330787373584,0.12805011146451778
-0.25189267111361774,-0.42544431665532173
0.3915363579059508,-0.19740059887439435
-0.039867176219304946,-0.0840389642110829
-0.5920949375162043,0.36059090975633373
-0.06243795502632808,-0.42445588981778426
0.5733276988309451,0.5004444351948715
0.3271932658419126,-0.18774808095327292
-0.424653306711967,0.105208722225464
-0.4180477988699008,0.052937866878340095
-0.15996549953844325,-0.005183256631519862
0.10100666698144327,-0.45556635560976194
0.34985889784990915,-0.2861745124193806
