PWPCA_PC1,PWPCA_PC2
0.08885175288915559,0.19570434460999273
-0.5164707963360567,0.022439639838573524
-0.15158743502081995,0.13044815697895032
0.2373828414782234,0.12687867463093075
0.7042882636752269,0.0792377270921718
-0.3344035076897605,0.10853721988482315
-0.777318840695319,0.0019075584783895196
0.215890151328945,0.19820010497421212
-0.5215740556008821,0.18051173848596555
-1.0828141516340495,0.01385965817832601
0.12655972496739834,0.022801511160483248
-1.124725992757227,0.07314558746118387
0.017361519851112527,0.3658583933687578
-0.19334805263228558,0.3617956840732968
0.10324907791722547,0.14364914845631463
0.5372943589173439,0.22419516072821633
-0.3802143799630194,0.1190507979048195
-0.5985843483210109,0.1569346478476004
0.03672305662749414,0.08958118881728479
2.2217339587893274,0.7186478420965481
-0.38151681744190985,0.05683790806397939
-0.03994485836150563,0.025902850870525233
-0.3550489843060898,0.0019616257749607703
0.5813181026285815,0.11175607992001774
0.1700428933645901,0.015418182050071595
0.2949902827659255,0.0998348538969932
-0.27953224270289523,0.44994427896562667
-0.4094541251527559,0.08700130306937197
0.6716034649717667,0.12141221968845757
-0.2446599501574846,0.10286113067986882
0.2570143666988503,0.2275370620951831
-1.413192750046805,0.09894824990922552
-0.6121363346574666,0.12155125118424456
0.0507669834009329,0.017659968580059016
-0.4271441704964707,0.2514161870901445
0.19380699348959146,0.05297028239079733
-0.2875462259918034,0.12573161254108503
-0.5336294013647654,0.318649135787373
0.13145056567029192,0.05691341774630419
0.05186236090103686,0.045562368932244475
0.1517799156638175,0.2589793120750985
-0.5919541584487954,0.2474509001699758
0.1167788228769972,0.23548464635066962
-0.3424374015124721,0.09222256701737604
-0.4685965305921565,0.02420041922122904
0.4555962631131286,0.07801260330227501
-0.12686666075390063,0.2840295397120216
0.4144887655076249,0.21728821645103963
-0.3449170717328026,0.46949696442943906
-0.07459513297936939,0.15933308052041023
-0.3928142354900657,0.2846657461302531
-0.7531192568472133,0.13365194048103593
-0.13581101340401375,0.4454626457932569
0.06282527115585032,0.01530937496674472
-0.7048783430779281,0.24222776585506176
0.2675575422059438,0.31201342462301557
-0.2402127356878997,0.1785148921189928
-0.8481975872788258,-0.07231916762543222
-0.612596254287804,0.013976171918446127
0.319116361272288,0.08337604566430093
-0.10385186974931053,0.11008516237326127
0.25632634655691516,0.2086426777358111
0.3010958703794953,0.10971122723917964
-0.41668772458035813,0.15009549802157154
0.17879334817347328,0.3093162141843446
0.45201971706197247,0.5043162794935161
1.6137789947517198,0.21665716372741822
0.06658027912576522,0.32340946823228467
-0.26844411154219044,0.17575191105673638
0.2895225866853084,0.4295787346844626
-0.2605780647869563,0.09744226281873024
-0.7242169092862755,-0.051923796594667455
0.29019389279627605,0.025437914526614733
0.127976435757044,0.0963120207757853
-0.30329373695217293,0.013122278767239027
-0.4237605541752095,-0.020394041065996994
-1.0394948674827116,0.11176348137715075
-0.419063764756118,0.03441046227595441
-0.15997036663834768,0.5100532614732727
-0.34711641819149525,0.23443864864080638
0.04596022727812795,0.08963102017555975
-0.3337325730898561,0.24966641905307557
-0.318433634413709,0.24903618320671672
-0.13759028320989614,0.15730817485600512
-0.5478998190458839,0.1748535451420802
-0.9277865058558575,0.1800235930026722
0.891901261959659,0.10626026355847124
-0.7421990334467392,0.13860867902627563
2.2192637388278964,0.4435566558088038
-0.4906169583625052,0.03863755118704175
0.22094061911353297,0.45556176654551994
-0.6748688886198909,0.07408792968101893
-0.2989230082235763,0.03228407976369282
-0.14458367014123089,0.44201997613457933
-0.47762732649762485,0.05777811033424012
-0.5794565019907513,0.2559969478511399
-0.6984637958233627,0.1722953957139396
1.2201124310091525,0.2073894225956818
-0.16451380438287277,0.07184659573495134
-0.2485064746708674,0.37048098793570194
0.18370044624669016,0.06822077730205502
