PCA_C_PC1,PCA_PC1,PLNPCA_PC1,AE1_dim1,AE2_dim1
-2.07005417698895,-2.56070873810697,-1.73422762494457,1.4542329,-0.13409576
1.73838887804377,1.49653449935309,2.18870409534841,3.1391327,0.33186963
1.08076208299648,0.802430584397734,1.10361280634708,1.3816687,0.8558825
4.31246613573845,4.93497328775096,4.38558338697591,0.6016131,4.787392
-4.24159547034283,-4.82124212413891,-4.33095758571502,0.33961633,0.37056053
2.51890494153267,2.99041655648676,2.45236304265927,1.3725007,1.8037055
2.46043562139191,2.57756560340309,2.47573910016557,2.0368547,1.043555
-10.9041973048016,-12.1547522771689,-11.8870030658572,1.1230547,-0.35412708
-0.615341863621625,-0.402127436573277,-0.519965595196875,-0.35028243,1.163408
1.50016764442556,1.0368851460444,1.52577550010542,1.5355136,0.8933119
-0.319621342216654,-0.998197413201037,-0.204030610550308,-1.833308,4.3901896
0.85566491667914,1.09846905255086,0.868621109040145,0.28011763,1.150591
-4.86086589890637,-5.40282517659509,-4.88598719283807,0.9771753,-0.28438455
3.70517524086213,4.48113535847759,3.76936675240738,0.054878883,4.998982
7.57233672166307,8.82479296751578,7.60057260151517,3.8515687,5.879638
-6.54946675381943,-6.4751311670931,-6.83645391148838,-0.25753498,1.3875095
3.73561384337939,4.19902694958929,3.87837808404079,3.0810783,2.2440243
3.67247206865875,3.94448427595988,3.77178216871258,2.995206,2.1650958
6.801649777793,7.97756781650559,6.90627883494187,4.6298366,4.695464
1.19561951635735,1.51016140224244,1.17048310953948,1.5483606,0.47684735
-7.85232696885114,-8.44978132546935,-8.64003392566994,1.345182,-0.15569912
5.06910836973558,5.91660676632989,5.22678599052905,3.5525472,3.745487
3.139479573672,3.20096908540727,3.24448194755559,2.4148438,2.0175154
-0.522183426823881,-0.669153743216048,-0.660598544926375,0.51510066,0.9229074
0.33416154839286,0.74437596363335,0.324102434282127,-1.7291424,2.7526987
-0.227792407009577,-0.257711914314778,-0.468808526112139,-1.6449499,2.7335455
2.45228933672299,2.08432178740211,2.96122271315323,3.6266131,0.43190944
-0.190893884297819,-0.317253612463,-0.295351067005003,0.66713536,-0.10747485
3.96600995416951,4.67690978797147,4.16025503628715,1.166718,4.338099
-1.84220645613474,-2.20732319787359,-1.94373688448069,0.67876256,-0.096104145
-4.47788257271936,-4.2949152131103,-4.35968311843044,0.9406745,-0.2014498
-2.17853182182571,-2.58390992663983,-2.06593641297985,0.51454633,-0.066001266
-5.33120991310586,-6.09816872192007,-5.29913449528591,0.66118795,-0.32092512
-0.0716939607081964,-0.316991161034046,0.224850370638731,2.3824058,-0.09331733
0.50653810279792,1.18961025880004,0.540336483350015,-3.3302863,5.76136
0.517166044367035,1.18199286818433,0.936937639799526,-0.70113444,2.03911
-9.87792364270355,-11.0033793706216,-11.1388148587125,1.6128353,-0.32792565
-1.43775246964879,-1.03121438258814,-1.21645789949116,-1.068298,1.597057
4.22255135879052,5.50551712110679,4.25562594876253,3.8799365,2.3940096
-0.144461969335309,-0.0309880477015799,-0.0160261515274895,-0.89093935,2.2586267
3.66058961152864,3.70233356231109,3.67479416084414,3.2350419,1.8190693
-1.34974632027743,-1.4612509938868,-1.18117687763181,-1.7793,3.0676658
-3.7987984584246,-4.88664762137874,-3.52924863876494,1.2093383,-0.20412667
0.236838885818007,0.804821201841009,0.825948821238667,-1.0208879,1.711813
-1.16883415195818,-0.96722573851019,-1.25121429912566,-0.119241156,0.20140107
-2.55655741558055,-2.86681057168004,-2.63110572722231,1.6379378,-0.10199109
4.39182600015045,4.59887269524074,4.51909751098354,3.9794414,2.0932102
-1.80997551983971,-2.12740620252624,-1.92538773051239,1.3101135,-0.0060182028
-2.90662632277262,-3.71899770804085,-2.92690971231301,0.58122927,-0.23864974
3.06731176745071,3.02818574442987,3.19242361577988,1.6593242,2.2772622
-2.81962575286803,-2.97601279329357,-2.98649252755542,0.7120321,0.3024523
-0.257190505350036,0.630637211927311,-0.226245735310249,-2.0792308,3.8077657
0.440258508209095,0.66061250810756,0.318140696257213,0.873143,0.5821118
-0.451520116102326,-1.30407453614178,-0.290008913028768,0.5392638,-0.21627076
1.2790071222984,1.47243713123817,1.32914455962087,0.72496945,1.3218833
-1.734895628516,-1.60415638802841,-1.46043643456361,-0.21720907,-0.028122973
0.0071239888085432,-0.0912554226835658,-0.0871704536417132,0.47249365,0.38809946
-6.80364883202376,-7.58320291732294,-7.15544770262033,0.24617973,0.57180446
1.84740367327786,3.15607835841314,1.61232876285015,-2.0646691,7.0569854
0.582959021858829,1.282938035063,0.73941051199233,-1.0597124,2.224938
-0.769608688367054,-1.02786694834979,-0.563271974332842,1.4525031,-0.07949707
-0.209804689665573,0.0647378136990089,-0.258429917340217,-0.32117996,0.65858185
-0.746907696061964,-1.27291972105792,-0.591398310265849,1.6757978,-0.20786852
3.93469793676168,4.66493348569147,3.81166525666732,0.6830273,4.1164994
0.703730549874114,0.924492134864775,0.916591422058378,2.320155,0.43371856
1.94022591791798,2.37003725202708,1.96981960066065,1.711554,1.4323306
5.49324005833035,6.07086817245725,5.66627801239249,4.1334906,3.439567
2.74027568467186,3.84612310306559,2.68771586765454,-1.615076,6.246211
1.14622184616437,1.2398173057513,1.18781099833019,1.6699877,0.33840096
-2.31583331049151,-2.71824778063666,-2.30957984316203,0.14667898,0.036928255
1.73739953674477,1.96784369011275,1.82922796451871,1.1076678,1.574003
-2.70566342160416,-2.79832092650863,-2.81378286342382,-0.28766245,0.9679577
-2.63301605289399,-3.34198380763465,-2.85525049843526,0.33616078,-0.03287147
-6.55023535733098,-7.1949847789992,-7.10590664655807,0.9776056,-0.10215676
3.50698688361552,4.00585117077156,3.47664005195544,1.2301445,3.02817
1.18742408449309,1.81873710681842,1.2407264598171,-1.631432,4.2708297
-1.86649536336397,-1.89707452207987,-1.73798127717315,0.2218731,0.07138926
4.16713245710059,4.46246542098634,4.27379170066468,3.559705,1.8843703
6.04110595147834,7.01415796035516,5.96461559220804,2.0751693,5.6072283
-1.85335379749288,-1.54295028193435,-1.93244702577194,-0.020763224,0.30894348
-3.54733681457911,-4.07618619910135,-3.40069080363356,0.9467372,-0.33283305
1.93164794258869,1.57920176093015,2.04257032333382,3.4735153,0.36474076
1.85627689494559,1.53013760376572,2.04797774685295,2.7211993,0.36936182
1.49564562399633,1.76246266072518,1.3921344230534,0.647769,1.3386801
-3.03991033097003,-3.34884993458448,-2.64451740318546,0.2204978,-0.18209365
0.567632863827231,1.23877016056653,1.11994919248902,0.1581713,1.3542243
1.68732071013179,1.58091004280061,1.61041002373619,1.4528801,0.9333344
5.79296423774264,6.4472056560623,5.90417975271436,4.2238503,3.6387105
-1.20585259994653,-1.93312080640152,-1.06046444384254,0.7461576,0.011754341
-6.28566121685497,-7.23343339762001,-6.37516064519673,1.4079293,-0.21162023
5.20104430285242,5.63452032002236,5.41219348482842,5.1372623,2.1689405
-4.84238852170814,-5.61946463238825,-4.99986744020445,1.1980205,-0.06720899
-6.95511258839334,-8.28925840076042,-7.4538845163757,1.2111607,-0.34441087
3.14623501415428,3.44768578506817,3.33095415484372,1.6996919,2.4990354
