PWPCA_PC1,PWPCA_PC2
-0.6280320002206313,-0.8759005199987254
-3.9008891845481544,0.5874430399975162
-2.2874717755896152,-0.3826176183154839
-0.7826848196546878,-1.029534287897119
0.2604382012360639,2.941395470842029
-3.6124875400071135,1.183106411869367
-6.593991040348114,-1.1890550914857463
4.3089290584765445,3.5302167357236782
-2.916307660939594,-1.0618297514658095
-5.861353334674442,-1.3335992534168566
-1.0165078349818137,-0.8945091016722782
-4.2267656783671725,-0.8385119808715473
0.1394492456461843,0.49552492534876474
-1.1554149515820067,2.0943674067950724
-0.3311978563553498,2.0620133731526096
0.13503402992329824,-0.3935013927521285
-3.6070135794434837,0.23630877121218638
-1.619117792629028,3.628430751989883
-1.1357604260954897,0.8599869603260013
7.321276943737209,2.4773591485797444
-2.6277794215036785,-1.5572358892399543
0.7186389448604695,2.589327851417404
-0.6669462128835636,1.1278487453877752
0.6390774139708675,0.4018832012539044
-3.2537679894962452,-1.98708669435844
-2.3077456159110334,-0.40692099445377566
-1.1825153684674754,2.8780742862369753
-0.45837847297292483,-0.3217210707072464
0.9096917576538114,-0.6011439277488783
1.049877139157909,0.588470655743748
-0.14172400665858817,0.081124136802783
-2.482001491791501,2.794370839473175
-1.0898552609248016,1.0693250064567943
-0.08627308709895594,0.5512531685144774
-3.8272320878536203,0.5185440753387486
-1.8190962626957252,-0.6041827537360458
-4.423347569883243,-1.3623251558609482
-3.4724875884163344,2.540868942002776
1.9240403648718412,0.3173601932600352
-3.0950740984569554,-0.203285173490626
-1.9903478709089701,2.309693841260634
-5.491495029523159,0.1489404878042425
-1.6412316108176084,0.0245299964682097
-1.2242698397507552,-0.5754340268716994
-4.653587102628399,-1.3721226677350016
1.5375617908900567,-0.4858868732692229
-2.2392481763438656,-1.0177908396674973
1.0709992615269446,3.4514958836473286
-3.028885294047566,1.4179810958002894
1.0774796612121413,0.9319761603234797
-3.1693279243329435,-0.30281686688982523
-1.655509454051833,-0.4661046733314311
-0.28688121504958736,1.0775827620944902
1.3483905342155302,-0.604643822660177
-2.474194147709786,1.2001976932316492
1.053907232448705,0.6093107286255235
-0.8378680031958912,-1.9372902353601973
-1.8485045938121232,-0.04345944713968472
-5.154057276530171,-1.3162362470187037
-2.121146235633206,-1.0901275328235995
-0.02559885171912373,0.08885402353110033
1.4220390636882583,-0.026816818535691088
0.14391287944893275,-1.3983282953373675
-3.830218588570094,-0.3554777960647724
1.4251068114491832,0.1673735307011145
0.4284009651231342,1.1114759186301422
6.485642467123539,0.7301263077432911
0.5764333497915117,0.9162961330705708
-2.4892045288245104,0.038722684271539305
-0.16685869376821855,0.32525289823409437
-3.7581725792185603,-1.090741812504932
-5.293182315343105,-2.1519477854744156
-1.3635125194919195,0.6291664843845273
-3.0877980120922963,-0.7436820319502551
0.041877391152248596,1.0968073853187172
-0.6864939931277027,2.2932416177098673
-4.148847460009039,-0.20394559133521595
-4.385010634927126,-0.0878553823163438
-0.5019927166230481,2.2789188344516402
-4.806728886630299,-1.2084101469494248
-2.307938237149373,-0.49009377901721946
-2.2025645763544497,1.4025042140034165
-2.409391930981395,0.14919943632446397
-0.7336651169604474,0.12338463749857481
0.3059534369171709,1.757853763548056
-1.385607611592493,-0.026287216352687236
3.9493519965261594,-1.8588050928441073
